read_id	start	end
0a8b0f4e-fcd1-430e-a094-746ea39ec4b0	2325	5408
0379f5a6-0baa-4a07-8459-205aa345772b	2443	4111
031b393d-3601-4edf-8dfc-48906f4af34a	2914	6069
025ecb86-a742-41c1-8027-35f9b046c3d4	2661	4468
077d6e53-c90a-459d-8cd1-cb1b70fa1887	3722	7309
0a8adbdd-7e90-4474-8dc6-7d671c7ed875	2614	8288
098a21a0-acac-44e0-8ae1-30e3a485d226	4099	13137
0df7ba12-28db-4c93-8280-4a1478e4e9ec	2738	3762
11ce5ecf-a14d-402f-9484-eeb7b1ff399a	2370	3734
1384e2e6-f739-45d6-a50d-3fba9a81244c	3184	5050
144dc09b-7447-42bf-84e3-00c5d6d64acb	3425	5015
1652952b-151b-4a38-b378-e1f4aaac34a2	2598	4595
165990c9-fe42-47f0-b09a-458d502a0d18	3071	6003
10212d04-0a90-439b-9499-8dd01f9c7af8	2725	4020
1131823f-7cf7-46c0-88fc-f6a6fcf1eb49	2781	4789
1044717d-b5c2-4890-9075-582206f691c9	2246	3626
0e7318ce-90a6-45c0-adb0-8a0b70740e60	5437	8557
12150c79-ed5b-4007-a977-48f779cf28fc	3484	5925
12e35a0a-f7ed-4a79-902a-a0535b6e0103	2387	3907
13f97d47-c8c3-4750-8be5-66a1dc85fadf	2049	4159
135a4f1c-fa5a-4a80-89ec-dae7b844166a	2752	4301
15cd7ff7-71ec-4e81-941b-cbbb08170e98	2817	4627
1577b0a0-4d2f-46ff-b10b-6b1976ecc775	3326	6369
18bcc6d5-e96e-4d4f-b9cf-33c17c900f25	2487	4443
0e5e2556-4ea6-4782-8b6d-e7a720c7d7c6	2308	3674
117b26a9-a07f-48c1-b65a-7f1f51225274	2337	3941
13c237ed-7701-455e-94d5-2c028b7ee4b6	2902	4799
12a99c1c-6e4b-40a5-9fa4-1cbfedafe2aa	3220	4895
195334f7-7cdc-4f1c-880d-e7b6d036d60d	2678	4399
1977a285-8fed-48f6-a842-0579dba438b7	2311	3954
1b2d3531-2f90-4e25-9da8-88d7d336676b	2177	2597
23b0de4a-1bc7-4e07-baaa-b792ddc76530	3119	4754
233d560c-e14b-4640-8bb9-ec081357c88f	2746	4356
1ea8485e-68ac-421a-be78-9a83ecac79c2	4231	6485
1a11a7b7-5546-4901-b17c-7e5b85b56a4c	6290	8117
156257a8-79e8-4289-b924-e3ceaa8faf4f	3140	4931
1d110b6c-c532-42cc-9a50-660074fe1f50	3408	5055
1eddc629-ceaf-44c1-a45b-d5ec75008705	2355	4312
1f63a156-ad17-4400-9acc-0336c2d8e32a	3208	4921
202fabce-7547-404a-ad06-dae1787add50	2580	5595
1fa87db4-e394-4a63-989a-943bd3ffbb4a	3134	6034
1ffdb629-e570-4861-bbe7-9b94a4941cfa	2455	6194
21455599-d0e9-40b6-98a4-34ca5720e48f	3905	5854
22fbb2e7-21cd-4eb9-8050-619de5f62bf5	2740	5786
25ca3cda-b8bb-4082-bb7d-9107feb735d3	2955	4428
23d3f87c-9874-41a4-9123-c42e0dfe1fa7	4042	5998
25afb297-bbc5-479d-b0ab-472f9af1a3a0	3241	6084
261fd836-82cf-4c42-b52b-7329f22d938c	2984	4616
210f17e0-49ee-40a3-b113-15b36d3d9f81	2537	5357
24ce5d5f-da0a-4f13-9954-ce34a0673fb3	2458	6186
257cb820-3ce1-4e55-acd2-0aab17da5072	2935	10616
2aa75d1e-40cb-4cc2-95a8-87ede04fedab	3780	5435
2b288d5e-0f3e-4fcb-88e6-4248507c850e	2740	4255
2ce50c5f-bc2d-4bdf-9205-217f7c7bb4d9	2725	4328
2ee16927-6959-4dab-a0b0-db7a1ae5f795	2622	4233
1829f1e6-40d6-4eff-a44d-f167f5b956dd	2658	3304
18497715-71a8-40a6-937d-bcb150c31fc3	4817	6645
28969391-f0fa-42bb-9621-e5f88830a318	2808	4616
2d286892-5fba-406d-a91c-59ff776de980	2805	4680
299d2369-ef8e-436c-8445-f12fd0dfd4a4	5590	7225
2f0f342e-7d6c-45a1-a046-0202cfa06e58	2334	5435
30a53e53-1adf-4df3-90e4-299d4642ddc4	2948	4303
19163df9-d09b-4438-944e-d3fdd09a4fe7	2804	4409
31ff29c6-294f-4241-8fd8-614d961a3616	2346	3996
5f12c748-219a-449d-91a3-720d45ef65a6	2996	6426
2c15528a-9ed4-4096-a7e0-edf7f07afb63	2399	5458
288d79ab-19b6-466f-9242-18b972a4b4c2	2493	4274
31a50654-ffb3-41f0-a74f-8b16a703ad5b	2622	3838
2f4c1cce-a9bd-49ef-bc11-bd0c91151eb0	3845	6898
182b2d06-8319-4abb-8d6f-1a623cb9d9f5	5815	10825
1a0d8ed2-5d82-4b88-a562-bb5099f9812b	3896	5324
199860e4-86ca-462c-a87f-3887e7c90eba	5491	7130
1b6e1625-afc5-4027-b19a-ca29272897fa	2225	3714
31b6e1be-5376-4aac-9e4c-08180ba83104	2787	4524
1fda2d9c-baaa-4d06-983f-2590427ab873	2055	3264
215d3c42-88df-41ef-b3de-8e331b23336f	3087	4979
dff5880b-2658-424c-9080-9fd346794f4c	2978	6157
26a0d474-2b3d-493e-88be-e83feece2965	2481	3863
1a776215-551d-46ce-83c1-0cdb1e8581c5	3684	5151
1bb17628-739b-4170-95f6-4a13d2ad320b	2822	4656
1cffb718-238e-4531-b8c9-4544031e915d	2360	3746
1ff9a331-1eea-4558-8e12-ed2232942659	3324	4378
217609a3-b04e-4546-8a47-c4e73c14919d	2417	4688
1e5e9274-b314-40bb-916c-b88d89644894	2378	4610
21ed3187-3b2a-47be-8d3b-1fef4c4fa9f7	3543	4917
21ec08ac-84d0-4701-a31b-8d7b7ef8bc43	2614	4233
23cfd015-659f-40fb-8a0e-afcf2d59f3ad	3305	4701
1ed69ef8-613b-487c-9f1b-67bfa3727e7a	2775	4534
1e1d5ee0-aa78-4649-802f-d6014255de93	2481	4077
1d914bbd-c251-40a6-8b55-c89e72632274	2746	4992
1a9a2b99-e878-47c2-8476-f47e5bd9cec0	3140	4731
275fac78-238f-4499-a233-d1e1f9595df9	2252	4003
1969f429-f3cc-4bd2-8d02-3da0a325b888	2599	3654
1c04ac62-dbd7-49f6-88f3-552f097093c2	2352	3975
1ef4c27b-ba59-468f-863a-2535f02e7294	2947	5929
24b523e5-86c6-40db-8c8b-eaab655418d0	2717	6005
27350a97-e86e-4278-8003-4f7d1c600628	3025	5347
1cb6a9fe-efe1-4172-bafe-f5337c5d0994	3072	11192
24470d0e-3c67-49b7-8123-bb7a4ad470ac	2984	4462
272f8d22-c184-4fd4-8180-178f088b7cda	2728	5404
2567bf39-3261-4997-beaf-cda4d288f5e1	2922	4678
2cc12cc3-332a-40c1-8804-9366932b0ddc	3305	4910
2dd71370-13cf-4ad5-a234-4f9a1a748227	2652	4576
19359301-8fb6-4b41-83a8-c3f494cb6d92	2967	4592
19393173-ae37-42d3-8844-56dcfea34e31	2622	4329
19cfa520-84df-4009-a539-4331f51b29cf	2828	4068
1b0f2e85-9e6d-4eaa-9633-159cbca04c3d	2537	4154
1c098162-4a04-4664-b762-01651652f95d	2413	5522
1c8989ab-bfeb-478c-96d8-0212869448f0	2564	3887
1d86002d-f4f0-4451-8763-77539eb6b6c0	2996	4386
1c20b876-412d-46a1-b444-b178990e6702	3152	5114
28b5b817-5a51-45c8-bb4c-a1cac73139cc	2508	3672
29730bd9-c01b-4ea3-a890-4e5d5bd7c2b5	2787	5279
2aa91b6e-1264-489a-bf28-f60b7a253029	2505	4274
2c117f3f-91f5-4868-b38e-4f496b173645	3231	4903
2eaff75a-bde3-4e89-8fa1-f35dde9fd583	2925	4713
2cec9137-7f27-44d8-80c3-002eee78f46f	2570	6189
2c49d63b-25bc-4296-99ed-b3f2203ce8f5	2464	5673
2dcf1cb5-ea0e-4b43-aa7b-0977229838f0	4014	5164
2ef20ed7-9c01-4444-bd8f-7070db01d5c1	2305	4585
1d3778fc-3ccf-4979-847e-9f844d672d97	2981	3858
2ac1dd42-0f28-4e07-8a36-66102bedf53f	2989	6046
2fd064a9-9897-43bb-b853-d06e844b6e3b	6107	11959
24f0f861-89e9-43be-bcc4-fb46c3a63403	2714	5023
27f86010-e2a9-4a6b-9f9b-d1dc59e4834b	2543	4374
1e4a4340-522f-48a2-bf0f-d9427e995c19	2899	4414
2a27c39f-3dc9-4cd4-93e6-057cc99d92e2	2358	3762
2b0a81ab-f4b3-4a61-b3c7-c71d9471b45c	2446	4056
2640550b-673e-44ff-abde-f905bb3e8a6c	2687	4504
23084ff7-faa3-4019-880d-c634f0a7b795	2546	5775
2172fa80-dc11-4f3a-b0f8-51ade1fe17a9	2349	4298
1f97e061-4c2d-4db8-be51-685200687388	3054	5009
22f66cd8-74cc-4ae6-8e3f-264852339a24	2852	4588
20ce0f45-ee1f-4e51-8621-b6d7f0073939	4446	6844
2483f4d4-807d-4a64-acdb-c887b0efffd2	2231	3800
20f8cb2b-e79f-4cae-af0c-97464275fc7d	2770	5734
239a7dfc-0223-4bb4-ae2f-d59dcaa05a78	5043	6759
258b310d-e507-46c0-acd7-f692d4da75c3	3534	5218
26f6f46d-76e7-4e2a-ac79-ff4c1db9052b	2855	6010
29520f20-e150-4d9c-9d45-227cd1f36d83	1975	3553
28d935c8-4dce-49d5-89f8-a1d0cbf07080	2331	3883
2a43fc46-3f8c-43a6-8e8f-46099ce6bfdd	3873	5262
2906e621-6d4a-4b3d-b66a-9faec18961eb	2602	4225
23761cb7-a074-486b-ad20-fe977d295a58	2582	5276
2338ca0c-e8f5-4cf2-8158-86eba9e78304	3775	6184
23ecc6b4-85c0-4d9d-9379-ef4b6651f7c3	3246	6424
1f3ba834-a6fe-4c25-9b23-487b3b6dc6a3	2696	4217
296b6e29-21c7-4d4c-9a08-f2fdc6b74d4a	2507	5568
24d2079b-4ad9-49bd-acc8-6c918d733f0e	2522	5892
2a196fb9-a809-4ee1-8183-07f6b113950b	2243	5607
1f5b93d1-ee53-41bd-9907-487f2c94f533	2702	5545
2c5d91b8-c28d-4334-bec0-f4b58132d582	2743	4483
30892bda-e007-49b5-b800-9ff27e8eefce	2957	5901
32ff037d-773e-41d2-b0b9-3bb344d97b5a	2311	3581
2c165c30-e15e-4940-857e-104cab5b1e7e	2034	3818
2e953e4e-1d23-4196-8743-cbca34295f01	2820	4477
2d25c568-d55f-4a99-937d-789cf18d6191	3428	4969
33a4e61e-d542-44de-90cc-1a32dd7b27f6	2364	4642
31806478-1981-48f4-bdc6-044400020be1	2876	4991
358ee47e-af2e-4907-a7df-bc1b01dc2bb2	2864	5188
357c05c3-4510-49d7-a43d-b14a23993f93	3014	4711
36ac78e0-3a2f-43f4-b548-8910423bf53f	3236	4559
31b12c27-09de-4cdc-b0d8-3ce45d732960	2796	4185
37f0feaf-5546-4356-ba4c-5dbd2d9a222e	3640	7306
30677f7c-cc98-4d21-a2de-ec4216be1090	2236	5114
36474957-56a7-4a99-8660-bd1c9c28a13a	3440	4982
302da6d5-8af1-4fdf-9a40-f0ae7c1cf53c	3422	5512
340e5223-9545-4ddc-886f-e3b0755328d0	2440	4116
30ec17e0-931a-46a4-b51d-70df0888cbb7	2706	9121
33bcee47-06ed-45b8-8d6a-0cde9c04736f	2802	11056
3e6c9fff-55fc-46cf-a399-78951e87826b	3064	5558
3f7636b2-7f79-4138-9052-58cb72bcbeb1	2514	3715
412b9b4d-0c14-4227-9ae6-134a3a29434a	2746	4530
3a1cf184-a1ea-425e-8de3-92ea6750b6e9	4564	8869
3dc42c80-53b3-45be-8b69-e5931ebdbda9	2743	4025
3a2e6370-6b0d-4658-87c1-bd3c6c329917	4317	6499
3fe774a2-7bbf-4165-a5ce-63b9f1f71e8d	2555	5231
3e6b5393-4d04-4301-98a7-15b20a264493	3290	6171
4133edb4-89ec-4adc-9f2b-0f3fd964ed45	2214	3759
4135c860-6565-48c1-8e8d-8f7c7e1a2772	2690	6159
459af9cb-700e-4f67-af2f-b7f1bebc4243	2652	4156
43bf4a37-b975-479c-bbf4-a8e25d7c4b41	2449	4192
45f3468c-1826-4a3e-901f-01ee5207a674	2705	4364
44c6acb0-d56f-43a0-ae43-8910d2ae2751	2431	4071
43c9d4a3-7b5d-4836-a4b1-a4ed251d65d0	3020	6205
3c865258-9372-4eb0-90f8-137e63d085fc	2467	4956
44b267f7-9b14-465f-a230-aa9da278d46c	1849	3502
42ea21d5-0032-4b8a-aa84-516c26490c21	3217	4974
4490caf8-7a35-48cb-bde7-a3bd87fd9a55	3584	4732
3bbd2065-c254-45ed-b991-3aef239f8717	2722	4442
406f8633-96c7-4dc4-8f45-752a0f99a331	3217	6181
44a57c6e-f33c-4f1f-a8ea-dc838e7252b1	2314	3960
3df50988-fed7-4b93-9b0c-36b0357af29b	3513	5423
3f692ce6-4597-43b7-bc9e-8d1847bc4f71	3755	5281
3efa3885-ba86-4a2d-a7bd-2f17c387332b	2946	9166
42db881f-21de-483f-8395-6003103a895d	2455	5960
4239e355-25cc-4b8b-aee4-3671eabf4488	3549	10779
48434715-97c6-4356-be45-8cdb1bcb59e5	3390	4980
48b41a1a-5f94-42e2-a4ad-bdb1dd5c7fd7	3191	4526
36371d9c-a49a-474e-a471-37973217024e	2563	3955
37128821-a2b5-4be2-9c83-4691ae17eeeb	2211	4179
370ba20d-8e86-4ce9-aec5-9bf55e763f96	2302	3917
48a7cdb9-5be6-43bc-905f-897d005bd46e	3214	4642
4a31203a-d1e5-4038-8ef6-bd4e5d1b6fae	2611	6231
49cbbc71-f345-4f48-849f-e0bcdef5f54f	2831	5419
32b40b6c-2fca-4674-98e1-de5d2383447a	2628	4232
3262eb00-6e80-41d3-b692-8d2c6c7a0f4e	2752	6453
7bde0704-220d-421c-9753-479b8830d708	2723	3690
36a892c1-85b5-482a-8e27-6249b5bae13a	4083	5315
c0c43cfa-d049-467c-88c4-094973a0d4cf	1250	2968
31e49fab-a4c2-4448-bd10-50980111768a	2397	3652
377466ad-0ced-40b7-8883-ecd036198c59	3115	6253
3597019f-706e-4bf1-afff-0429e57e33ea	2619	4107
3524d868-ba30-4893-a4d1-ea9c3c53abfb	5084	9969
490a71c8-232c-4f53-9a2b-d6a0a1374b6f	2622	7976
39b8461d-309e-47a5-8475-5bc2b477a78f	2209	3834
3bbd46ea-2cff-4cf5-8240-e20f358e2132	2631	3926
3e23c45c-a5b9-4357-9177-32aa6fbd5674	2178	3768
389dd8b7-0406-4878-9e07-6da720d13080	2566	5555
46a6c087-8624-4376-8dce-ac04515fcb31	3530	6179
3cca6be0-3247-4cd9-af7c-f3a60ccefec9	2791	4340
3abbf146-5f5f-4be1-80de-f0400a8f5125	3295	4748
3e2a8ed2-0b51-4052-a2fc-10681c18f008	3049	4700
3ce1daba-00e1-434e-be88-fad15ab99744	3011	4510
3fabb6e8-6eda-46dd-b7a1-511eae01c2df	2399	4944
420bacda-d98a-4068-a2ce-c11cd5942330	3270	5286
421830af-c512-4b04-baa4-dc459eb1d20a	2664	4756
45696d06-9c50-4cb0-81a0-8a67b296472b	5586	6793
445faa88-6631-4866-af2d-7c0808a8db23	2286	3670
45b8cd31-7fcf-4df5-92c9-7fefeb026eb7	3420	4369
3fadf95f-26a9-4c0c-9573-d5c78c07d78a	2775	3898
42e37f10-22a4-4bba-83a8-4925645a4564	2769	3908
38626634-ae0b-49f0-90a1-63b363f71e38	3114	4869
3c487889-f4c0-43b5-9155-2ca8e116a486	2955	3900
3dbc5cf3-30c0-4abb-9980-7556eb95ea53	2896	5036
4451e874-67df-46fc-b963-b0be0d84a17b	2766	4777
3ea71fd5-7d1c-4d14-bf9a-d9f02329023f	2126	5324
3feea79e-21fd-41b0-b394-5b1c732dabf0	3364	6408
4629afa7-619e-49bb-b55d-25d6c0a3f55c	3281	4582
3a3f16bb-0d20-45d1-8298-d77c550c3c17	2749	4410
4775b50b-f0e8-415e-8a65-9fdf766246e9	3884	5286
35bb51a0-24fd-432f-92f6-b0e426405d2f	2593	4099
36935508-680c-42a9-b570-7a9954d49192	2658	3864
3b42e315-40eb-4d8e-a3a6-fb945a3d1628	3037	4841
3776b9c7-3c6e-4523-9b10-f667e6d9152b	2431	4194
380b9e7b-a06f-43bf-bdc8-fc7285fc44a8	2711	4312
4275aa27-7aa7-4518-a801-564a1cfac7f2	3746	5532
47896f92-d2ad-446a-aa94-8e038ba5bda2	3384	5904
32857618-ca08-4c2f-8b4f-b85ff9bf0938	2817	4515
369b9e9e-cd4a-46ac-92b1-142a71d36420	2450	3743
36eb98c3-ba67-46bd-8580-273b66082cff	2414	3801
3b87874e-fefa-4051-9ca7-d759421d2cd8	3043	7029
3bbc8f3e-5a17-465c-ba9e-9780b142eb9a	2496	4041
3c112385-0428-4913-a21c-958c1afe0ef3	2902	4484
3756b999-39f7-4505-9fe3-c7050490f7f3	2990	4781
38e91cea-0574-4a62-b6dc-c8f73b640929	2949	6411
481a3988-2af3-4484-a1fc-d5b6c1c48bd8	2431	5448
33786263-8f48-4b72-bea9-19ddc0aee1a9	2711	6046
49554b09-357d-4cc5-ba7f-00fcb86de27e	3323	4654
32c20df9-5bea-4d42-8feb-c340d3451202	3458	5275
3691331b-bddc-4443-9a0e-06db7225a41e	2731	3816
38e80f75-9b99-4495-aedf-19f370c3359b	2634	4021
3939881a-98eb-406a-aa8d-53bb8c9bbcb2	2375	5453
0b929a0e-ef7b-4e99-bfcd-c430463bff57	2578	5876
33bbb50a-61cd-4e67-92b3-153c67687bce	6463	10081
4aa567ff-8d71-428f-ba7a-1d7e4f76bf6d	3505	10583
4424f1e6-73ab-4b97-ba16-f9cbcf622131	3202	6913
4988619b-051b-4f22-92f3-32b6fe881791	2812	3439
3dce1480-5855-4b79-b08b-f21647cfbca0	2552	4079
4398b089-9f9b-45d0-bec6-9f75b16d1af9	2517	4825
43ad1c45-a14c-47d4-9b9a-97441a65b50d	2661	4269
3dd8639f-a945-4412-bce5-28a7cd3a07f1	2948	4413
40e8e6c2-3f02-4754-964a-4037c60cba16	3187	4667
3ed798f8-4fd5-48e5-9cf8-2a837d68b226	3489	6450
409e7768-e386-4ff4-9ab8-e026ade1d1dc	3422	6423
44b42ae5-ecca-49cd-bd25-07ac6c474a90	2552	4332
4752618a-5122-4197-bb82-f80dbe0c43d3	2437	4455
4883937b-a828-48b1-98b3-b8bc739bf598	2808	5525
4322f631-ca41-4694-9ecd-135819645237	4480	7043
4af19416-7804-4eb6-b504-9616e1d80713	3458	5160
508bc553-6720-4e5a-9fef-b54bd2668ff6	2722	4552
5411bba2-e530-4c8f-85b0-733f989f2b7b	2581	4509
4d435b51-f99d-4ca6-a0ea-4ce44de056c9	3301	4420
4a10bdd8-ba80-4380-89e0-bb0602db6dc0	2752	5510
4ac7810d-d9fb-4224-8ecd-67f7f7198c65	2702	4448
4a037300-4337-498c-94cc-5af5248e6103	2558	4519
4b2932f4-a3a1-44d0-ac21-7bd7f9c62778	2717	5401
4cfda244-f499-4d31-85a6-f007e0d54df5	1873	3940
4b56b9ed-852e-4378-bfce-515151b425c6	3078	7016
4c2d5a78-bfb4-4294-b3b1-3fb173cda0bb	2443	3969
4c85c47b-e78a-41d1-8403-18718ca363b6	3237	5105
482daa40-55ac-4b5b-aeb4-16786f3fcd08	2967	4846
507a3e5f-668c-4a44-ba1a-682d31c91aca	2340	3602
4cae1654-9cff-4c44-bc0b-6bc4b4608656	2709	4812
5112b4c9-4f10-4a4b-a52f-e3cb96506137	2461	3823
4b2e667b-365a-41cd-8d5a-35f2293f54f9	2493	4181
5277644e-b3e2-4b5e-8cea-713364742195	2478	5535
4a08a9c2-1915-4e7f-8b54-069907bbbc1b	3737	6492
50a93167-fee6-474e-ac2b-47fd486dde9e	2543	4620
4f318092-2e0d-43c6-a1ee-12f47de1fe4c	4169	6244
4b9c6a5d-d2fd-4b0b-b3e3-b5b5f4622015	2781	4525
4e82a858-bfbd-4e22-b6dc-5fd54b3e871a	3352	5351
4ed407ff-b5d4-43ac-bdee-189f5cd3c113	3475	7439
4d297b29-d7c1-4bd4-a3f1-5f64bf35025a	3152	4307
5515c3cc-9760-4bfa-80c7-07316629f669	3063	4642
56b46dd4-f851-4cc7-91c0-d5c13cab7b0d	2581	5886
573deb89-637e-426e-8f8f-16fc76d9ddff	2572	4514
